wifi 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90
cell1 0.0,0.0,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.0037037037037037043,0.021951219512195124,0.351219512195122,0.021951219512195124,0.0037037037037037043,0.0037037037037037043,0.5048780487804879,0.0037037037037037043,0.0037037037037037043
cell2 0.0,0.0,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.020454545454545454,0.06136363636363636,0.3068181818181818,0.003846153846153846,0.003846153846153846,0.003846153846153846,0.4909090909090909,0.003846153846153846,0.003846153846153846,0.020454545454545454,0.003846153846153846,0.003846153846153846
cell3 0.0,0.0,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.18000000000000002,0.03,0.03,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.6599999999999999,0.003703703703703704,0.003703703703703704,0.003703703703703704
cell4 0.0,0.0,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.7941176470588235,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.003448275862068966,0.10588235294117647,0.003448275862068966
cell5 0.0,0.0,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.020454545454545454,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.020454545454545454,0.020454545454545454,0.004166666666666667,0.45,0.3068181818181818,0.06136363636363636,0.020454545454545454,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.004166666666666667
cell6 0.0,0.0,0.004,0.004,0.004,0.004,0.004,0.004,0.020930232558139535,0.04186046511627907,0.004,0.004,0.004,0.43953488372093025,0.004,0.004,0.004,0.06279069767441861,0.004,0.12558139534883722,0.20930232558139536,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
cell7 0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.9,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335
cell8 0.0,0.0,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.7875,0.0375,0.003703703703703704,0.0375,0.003703703703703704,0.0375,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.003703703703703704
cell9 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cell10 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
